"año";"NCODI";"biopsias_hosp";"biopsias_CEP";"necropsias_hosp";"angio_hosp";"angio_CEP";"densiometrias_hosp";"densiometrias_CEP";"gamma_hosp";"gamma_CEP";"mamo_hosp";"mamo_CEP";"pet_hosp";"pet_CEP";"resonancia_hosp";"resonancia_CEP";"rx_hosp";"rx_CEP";"spect_hosp";"spect_CEP";"tac_hosp";"tac_CEP";"Colonosopia";"Broncoscopia";"ERCP"
2015;423,00;0;0;0;0;0;201;0;0;0;476;0;0;0;1832;0;11897;0;0;0;1543;0;0;0;0
2015;351,00;0;0;0;0;0;84;0;0;0;741;0;0;0;1566;0;17467;0;0;0;1201;0;139;15;0
2015;810,00;0;0;0;0;0;55;0;0;0;891;0;0;0;0;0;10683;0;0;0;1228;0;0;0;0
2015;830,00;9060;0;10;0;0;0;0;0;0;1971;0;0;0;0;0;55929;0;0;0;8962;0;1451;171;16
2015;892,00;18358;0;65;65;0;1201;0;0;0;6324;0;0;0;5832;0;105499;0;0;0;14244;0;1294;380;103
2015;921,00;5274;0;0;0;0;2867;0;0;0;6501;0;0;0;14350;0;55077;0;278;0;10096;0;1454;52;34
2015;991,00;0;0;0;0;0;0;0;0;0;297;0;0;0;0;0;6346;0;0;0;0;0;0;0;0
2015;992,00;6698;0;19;0;0;0;0;0;0;1316;0;0;0;5074;0;55743;0;0;0;6988;0;1613;80;32
2015;993,00;5191;0;5;0;0;860;0;0;0;1029;0;0;0;4263;0;34097;13989;0;0;5081;0;843;62;0
2015;1070,00;25219;0;141;1043;0;1343;0;6283;0;6534;0;1989;0;21823;0;143359;0;875;0;29093;0;2548;953;197
2015;1095,00;84;0;0;0;0;0;0;0;0;245;0;0;0;1051;0;8846;0;0;0;1253;0;113;117;0
2015;1094,00;0;0;0;0;0;0;0;0;0;131;0;0;0;2920;0;2268;0;0;0;1095;0;416;0;0
2015;473,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14092;0;0;0;0;0;0;0;0
2015;663,00;22234;0;0;1955;0;2625;0;2130;0;17352;0;383;0;12692;0;97606;8891;734;0;27782;0;0;0;0
2015;552,00;0;0;0;850;0;1121;0;0;0;7854;0;0;0;0;0;25966;0;0;0;5021;0;0;0;0
2015;772,00;43688;0;391;3416;0;4501;0;7616;0;7872;0;2920;0;22492;0;230282;0;1265;0;38724;0;0;0;0
2015;568,00;0;0;0;0;0;0;0;0;0;0;0;0;0;7004;0;16598;0;0;0;1801;0;0;0;0
2015;398,00;185;0;0;0;0;0;0;0;0;0;0;0;0;7534;0;11471;0;0;0;4314;0;0;0;0
2015;394,00;0;0;0;0;0;0;0;0;0;0;0;0;0;1184;0;6923;0;0;0;0;0;0;0;0
2015;614,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;235,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8901;0;0;0;0;0;0;0;0
2015;616,00;3595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;267,00;1691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;565,00;1899;0;0;0;0;0;0;0;0;453;0;0;0;1386;0;14059;0;0;0;5944;0;0;0;0
2015;220,00;0;0;0;33;0;207;0;0;0;590;0;0;0;0;0;12820;0;0;0;1938;0;0;0;0
2015;278,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;107,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;711,00;23829;0;61;745;0;3961;0;0;0;21495;0;3101;0;10500;0;101609;0;5323;0;29878;0;0;0;0
2015;204,00;0;0;0;0;0;0;0;0;0;134;0;0;0;0;0;609;0;0;0;0;0;0;0;0
2015;579,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48345;0;0;0;51;0;0;0;0
2015;348,00;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2593;0;0;0;0;0;0;0;0
2015;766,00;3114;0;0;178;0;0;0;405;0;0;0;0;0;442;0;22305;0;0;0;3702;0;0;0;0
2015;761,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;728,00;10913;0;9;0;0;0;0;1334;0;5704;0;0;0;7601;0;99865;0;0;0;12925;0;0;0;0
2015;113,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;619,00;0;0;0;0;0;0;0;0;0;1096;0;0;0;4514;0;11288;0;0;0;1351;0;0;0;0
2015;163,00;0;0;0;0;0;657;0;0;0;920;0;0;0;5273;0;6464;0;0;0;1677;0;0;0;0
2015;131,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;375,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2561;0;0;0;0;0;0;0;0
2015;1090,00;28635;0;336;95;0;0;0;0;0;3866;0;0;0;0;0;140414;55534;0;0;24628;0;0;0;0
2015;764,00;21414;0;25;343;0;2689;0;0;0;4954;0;0;0;6729;0;190752;0;0;0;24601;0;2095;590;393
2015;14,00;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;463;0;0
2015;657,00;5544;0;5;0;0;0;0;0;0;1222;0;0;0;0;0;42610;0;0;0;4727;0;1191;62;0
2015;362,00;3500;0;0;0;0;0;0;1131;0;21160;0;0;0;6460;0;9929;0;0;0;1736;0;777;0;0
2015;989,00;0;0;0;0;0;0;0;0;0;1112;0;0;0;0;0;32049;0;0;0;4317;0;878;44;0
2015;990,00;0;0;0;0;0;0;0;0;0;1334;0;0;0;0;0;46780;0;0;0;4630;0;826;234;0
2015;680,00;27472;0;29;2605;0;5609;0;0;0;6329;0;0;0;8917;0;156691;23673;0;0;23642;0;3981;1019;230
2015;411,00;6743;0;0;395;0;5471;0;0;0;3819;0;0;0;8125;0;29446;0;0;0;4824;0;1541;9;76
2015;241,00;2654;0;0;0;0;0;0;0;0;224;0;0;0;9534;0;19195;0;0;0;4944;0;0;0;0
2015;558,00;10277;0;8;0;0;2789;0;0;0;4009;0;0;0;0;0;59848;0;0;0;10125;0;2240;190;151
2015;167,00;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;3267;0;0;0;0;0;0;0;0
2015;248,00;0;0;0;280;0;650;0;1137;0;1048;0;1207;0;17156;0;23737;0;0;0;9088;0;632;33;0
2015;224,00;28;0;0;0;0;532;0;0;0;1041;0;0;0;1768;0;9984;0;0;0;1696;0;435;0;0
2015;591,00;14864;0;15;0;0;2600;0;0;0;5254;0;0;0;9597;0;113518;0;0;0;12844;0;2962;334;160
2015;586,00;22795;0;20;0;0;1963;0;0;0;6648;0;0;0;0;0;143602;0;0;0;21712;0;3183;265;133
2015;453,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18390;0;0;0;3659;0;527;17;0
2015;145,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;511,00;12911;0;5;0;0;0;0;0;0;4251;0;0;0;0;0;67314;37281;0;0;12613;0;3676;233;80
2015;530,00;17818;0;17;0;0;0;0;0;0;2280;0;0;0;0;0;69057;29371;0;0;13198;0;6043;287;106
2015;6,00;668;0;0;141;0;2176;0;1111;0;3309;0;409;0;6181;0;30228;0;0;0;3937;0;0;1;0
2015;161,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;623,00;17570;0;4;0;0;0;1999;0;0;9968;0;0;0;5945;0;63144;5826;9477;0;12698;0;1895;1496;74
2015;875,00;3013;0;0;51;0;1202;0;118;0;2571;0;129;0;3864;0;43969;0;42;0;5784;0;817;62;5
2015;940,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;946,00;4730;0;0;142;0;1284;0;293;0;1899;0;0;0;6178;0;27185;0;0;0;4477;0;660;40;19
2015;1023,00;13708;0;19;1139;0;7245;0;0;0;4527;0;0;0;6121;0;138729;0;0;0;17217;0;3328;365;95
2015;1054,00;12044;0;0;1624;0;5282;0;0;0;3527;0;0;0;9321;0;81934;0;0;0;13260;0;2394;122;38
2015;1057,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1192;0;0;0;405;0;0;0;0
2015;1031,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;1032,00;12150;0;7;771;0;4799;0;0;0;3943;0;3276;0;5380;0;128176;0;1682;0;13788;0;2946;587;146
2015;1064,00;3712;0;0;101;0;949;0;0;0;2612;0;0;0;7875;0;21569;0;0;0;3987;0;592;26;44
2015;226,00;221;0;0;192;0;1687;0;422;0;2071;0;0;0;7440;0;8660;0;0;0;2440;0;2048;0;0
