"año";"NCODI";"due_cTotal";"matronas_cTotal";"oDueEspeciali_cTotal";"fisioterapeutas_cTotal";"terapeutas_cTotal";"logopedas_cTotal";"oSaniMedio_cTotal";"gMedioSani_cTotal";"gSuperiorSani_cTotal";"tecSani_cTotal";"restSani_cTotal2";"due_cMujeres";"matronas_cMujeres";"oDueEspeciali_cMujeres";"fisioterapeutas_cMujeres";"terapeutas_cMujeres";"logopedas_cMujeres";"oSaniMedio_cMujeres";"gMedioSani_cMujeres";"gSuperiorSani_cMujeres";"tecSani_cMujeres";"restSani_cMujeres2";"due_pTotal";"matronas_pTotal";"oDueEspeciali_pTotal";"fisioterapeutas_pTotal";"terapeutas_pTotal";"logopedas_pTotal";"oSaniMedio_pTotal";"gMedioSani_pTotal";"gSuperiorSani_pTotal";"tecSani_pTotal";"restSani_pTotal2";"due_pMujeres";"matronas_pMujeres";"oDueEspeciali_pMujeres";"fisioterapeutas_pMujeres";"terapeutas_pMujeres";"logopedas_pMujeres";"oSaniMedio_pMujeres";"gMedioSani_pMujeres";"gSuperiorSani_pMujeres";"tecSani_pMujeres";"restSani_pMujeres2";"due_colabTotal";"matronas_colabTotal";"oDueEspeciali_colabTotal";"fisioterapeutas_colabTotal";"terapeutas_colabTotal";"logopedas_colabTotal";"oSaniMedio_colabTotal";"gMedioSani_colabTotal";"gSuperiorSani_colabTotal";"tecSani_colabTotal";"restSani_colabTotal2";"due_colabMujeres";"matronas_colabMujeres";"oDueEspeciali_colabMujeres";"fisioterapeutas_colabMujeres";"terapeutas_colabMujeres";"logopedas_colabMujeres";"oSaniMedio_colabMujeres";"gMedioSani_colabMujeres";"gSuperiorSani_colabMujeres";"tecSani_colabMujeres";"restSani_colabMujeres2";"direccion_cTotal";"trabSocial_cTotal";"perOficio_cTotal";"administrativos_cTotal";"oNoSani_cTotal";"direccion_cMujeres";"trabSocial_cMujeres";"perOficio_cMujeres";"administrativos_cMujeres";"oNoSani_cMujeres";"direccion_pTotal";"trabSocial_pTotal";"perOficio_pTotal";"administrativos_pTotal";"oNoSani_pTotal";"direccion_pMujeres";"trabSocial_pMujeres";"perOficio_pMujeres";"administrativos_pMujeres";"oNoSani_pMujeres";"direccion_colabTotal";"trabSocial_colabTotal";"perOficio_colabTotal";"administrativos_colabTotal";"oNoSani_colabTotal";"direccion_colabMujeres";"trabSocial_colabMujeres";"perOficio_colabMujeres";"administrativos_colabMujeres";"oNoSani_colabMujeres"
2015;938,00;993;11;56;26;6;3;0;747;173;920;0;886;9;53;20;6;3;0;725;154;879;0;61;2;0;0;0;0;0;10;3;13;0;60;2;0;0;0;0;0;8;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;6;81;337;548;11;6;1;280;396;0;0;0;1;6;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0
2015;886,00;22;0;0;7;0;1;0;22;6;28;0;19;0;0;4;0;1;0;22;5;27;0;4;0;0;0;0;0;0;2;0;2;0;4;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;11;6;8;1;1;8;4;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
2015;835,00;12;0;0;1;0;0;4;8;0;8;0;12;0;0;0;0;0;1;8;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;9;10;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;999,00;5;0;0;0;0;0;0;5;0;5;0;4;0;0;0;0;0;0;5;0;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2015;798,00;429;13;2;5;0;0;3;182;44;226;0;404;12;2;5;0;0;3;181;41;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;5;4;125;87;15;5;1;106;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;504,00;163;0;1;33;5;1;3;92;14;106;0;151;0;1;23;4;1;1;79;11;90;0;56;0;0;6;3;0;2;36;5;41;0;50;0;0;5;3;0;2;34;4;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;17;25;85;34;5;17;5;69;11;1;2;5;14;16;1;2;3;13;1;0;0;0;0;0;0;0;0;0;0
2015;247,00;30;0;0;2;0;0;0;14;0;14;0;29;0;0;1;0;0;0;14;0;14;0;9;0;0;0;0;0;0;12;4;16;0;9;0;0;0;0;0;0;12;3;15;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;6;0;0;10;8;4;0;0;8;6;0;1;0;10;10;0;1;0;8;4;0;0;0;0;0;0;0;0;0;0
2015;216,00;23;0;0;0;0;0;0;18;5;23;0;20;0;0;0;0;0;0;15;3;18;0;3;0;0;0;0;0;0;4;0;4;0;3;0;0;0;0;0;0;3;0;3;0;0;10;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;2;18;16;0;0;0;16;7;1;0;0;6;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2015;654,00;46;3;0;0;0;0;0;43;3;46;0;41;3;0;0;0;0;0;40;0;40;0;6;6;0;0;0;0;0;4;3;7;0;5;5;0;0;0;0;0;3;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;20;21;0;0;2;15;11;0;1;1;4;2;0;1;1;4;1;0;0;0;0;0;0;0;0;0;0
2015;65,00;4;0;0;0;0;0;0;19;0;19;0;4;0;0;0;0;0;0;10;0;10;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;15;0;0;0;0;3;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
